,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTAG,B365A,B365D,B365H,BSA,BSD,BSH,BWA,BWD,BWH,GBA,GBD,GBH,IWA,IWD,IWH,LBA,LBD,LBH,PSA,PSD,PSH,SBA,SBD,SBH,SJA,SJD,SJH,VCA,VCD,VCH,WHA,WHD,WHH,matchID,Season,HomeTeamDay,AwayTeamDay,ones,HomeTeamHomeDay,AwayTeamAwayDay,HW,AW,D,HR,AR,ordinalHR,1_last_HTR,2_last_HTR,3_last_HTR,1_last_ATR,2_last_ATR,3_last_ATR,1_last_HTHR,2_last_HTHR,1_last_ATAR,2_last_ATAR,HTW_rate,ATW_rate,HTD_rate,ATD_rate,7_HTW_rate,12_HTW_rate,7_ATW_rate,12_ATW_rate,7_HTD_rate,12_HTD_rate,7_ATD_rate,12_ATD_rate,5_HTHW_rate,5_ATAW_rate,HTHW_rate,HTHD_rate,ATAW_rate,ATAD_rate,7_HTL_rate,12_HTL_rate,7_ATL_rate,12_ATL_rate,HTL_rate,ATL_rate,HTHL_rate,ATAL_rate
1833,2013-04-07,QPR,Wigan,1,1,D,0,3.25,3.4,2.38,3.0,3.4,2.3,3.1,3.25,2.3,3.1,3.25,2.3,2.75,3.3,2.4,3.0,3.4,2.3,3.24,3.41,2.39,,,,3.2,3.4,2.3,3.12,3.4,2.4,3.1,3.1,2.4,1833,2012,32,31,1,16.0,15.0,0,0,1,D,D,0.5,L,L,W,W,W,L,W,L,W,L,0.125,0.25806451612903225,0.34375,0.1935483870967742,0.2857142857142857,0.25,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.2857142857142857,0.25,0.2,0.4,0.125,0.4375,0.26666666666666666,0.13333333333333333,0.5714285714285714,0.5714285714285714,0.2857142857142858,0.2857142857142858,0.53125,0.5483870967741935,0.4375,0.6
1834,2013-04-07,Tottenham,Everton,2,2,D,1,3.6,3.4,2.2,3.3,3.4,2.1,3.2,3.25,2.25,3.2,3.25,2.25,3.3,3.3,2.1,3.2,3.3,2.2,3.61,3.46,2.2,,,,3.4,3.3,2.25,3.3,3.5,2.2,3.4,3.2,2.2,1834,2012,32,31,1,16.0,15.0,0,0,1,D,D,0.5,W,L,L,W,W,W,L,W,L,L,0.53125,0.41935483870967744,0.1875,0.3870967741935484,0.7142857142857143,0.5833333333333334,0.5714285714285714,0.5,0.0,0.25,0.14285714285714285,0.25,0.6,0.4,0.5,0.25,0.26666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.2857142857142858,0.2857142857142858,0.28125,0.19354838709677424,0.25,0.33333333333333326
1835,2013-04-08,Man United,Man City,1,2,A,0,3.3,3.5,2.3,3.4,3.4,2.2,3.2,3.4,2.2,3.2,3.4,2.2,3.6,3.3,2.0,3.2,3.4,2.2,3.5,3.48,2.24,,,,3.4,3.5,2.25,3.3,3.5,2.3,3.4,3.0,2.3,1835,2012,31,31,1,16.0,16.0,0,1,0,L,W,0.0,W,W,W,W,L,W,W,W,L,W,0.8064516129032258,0.5806451612903226,0.06451612903225806,0.25806451612903225,1.0,0.9166666666666666,0.42857142857142855,0.5833333333333334,0.0,0.08333333333333333,0.2857142857142857,0.16666666666666666,1.0,0.4,0.875,0.0,0.4375,0.3125,0.0,0.0,0.2857142857142858,0.2857142857142858,0.12903225806451624,0.16129032258064513,0.125,0.25
1836,2013-04-13,Southampton,West Ham,1,1,D,0,4.2,3.75,1.91,4.33,3.5,1.83,4.2,3.7,1.8,4.2,3.7,1.8,3.9,3.5,1.85,4.0,3.6,1.85,4.32,3.71,1.93,,,,4.5,3.6,1.83,4.1,3.7,1.95,4.2,3.2,1.95,1836,2012,33,32,1,17.0,17.0,0,0,1,D,D,0.5,W,W,W,D,W,L,W,W,D,L,0.2727272727272727,0.3125,0.30303030303030304,0.21875,0.5714285714285714,0.4166666666666667,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.16666666666666666,0.6,0.2,0.35294117647058826,0.29411764705882354,0.17647058823529413,0.17647058823529413,0.2857142857142858,0.2857142857142858,0.4285714285714286,0.4285714285714286,0.4242424242424243,0.46875,0.3529411764705882,0.6470588235294117
1837,2013-04-13,Reading,Liverpool,0,0,D,0,1.45,4.75,8.0,1.44,4.5,6.5,1.44,4.33,7.25,1.44,4.33,7.25,1.5,4.0,6.1,1.5,4.2,6.5,1.49,4.74,7.35,,,,1.5,4.5,6.5,1.5,4.75,7.0,1.5,4.0,7.0,1837,2012,33,33,1,17.0,17.0,0,0,1,D,D,0.5,L,L,L,D,W,L,L,L,W,L,0.15151515151515152,0.3939393939393939,0.24242424242424243,0.30303030303030304,0.0,0.25,0.5714285714285714,0.5,0.0,0.08333333333333333,0.14285714285714285,0.25,0.2,0.4,0.23529411764705882,0.35294117647058826,0.29411764705882354,0.35294117647058826,1.0,1.0,0.2857142857142858,0.2857142857142858,0.6060606060606061,0.303030303030303,0.4117647058823529,0.3529411764705882
1838,2013-04-13,Aston Villa,Fulham,1,1,D,0,3.5,3.3,2.3,3.1,3.25,2.3,3.25,3.2,2.25,3.25,3.2,2.25,3.1,3.3,2.2,3.25,3.3,2.2,3.39,3.42,2.31,,,,3.2,3.4,2.3,3.2,3.4,2.38,3.3,3.1,2.3,1838,2012,33,32,1,17.0,17.0,0,0,1,D,D,0.5,W,L,W,L,W,W,L,W,L,W,0.24242424242424243,0.3125,0.2727272727272727,0.28125,0.5714285714285714,0.3333333333333333,0.42857142857142855,0.4166666666666667,0.0,0.25,0.2857142857142857,0.25,0.4,0.2,0.23529411764705882,0.23529411764705882,0.17647058823529413,0.35294117647058826,0.4285714285714286,0.4285714285714286,0.2857142857142858,0.2857142857142858,0.48484848484848486,0.40625,0.5294117647058824,0.47058823529411764
1839,2013-04-13,Arsenal,Norwich,3,1,H,0,14.0,6.5,1.25,10.0,6.0,1.25,11.5,6.0,1.23,11.5,6.0,1.23,10.3,5.5,1.25,10.0,6.0,1.25,13.85,6.54,1.26,,,,13.0,6.0,1.25,13.0,6.5,1.25,13.0,5.5,1.25,1839,2012,32,33,1,16.0,17.0,1,0,0,W,L,1.0,W,W,W,D,L,D,W,W,L,D,0.5,0.21212121212121213,0.25,0.42424242424242425,0.8571428571428571,0.5833333333333334,0.14285714285714285,0.08333333333333333,0.0,0.16666666666666666,0.5714285714285714,0.5833333333333334,0.8,0.0,0.5625,0.1875,0.058823529411764705,0.4117647058823529,0.1428571428571429,0.1428571428571429,0.2857142857142858,0.2857142857142858,0.25,0.36363636363636365,0.25,0.5294117647058824
1840,2013-04-13,Everton,QPR,2,0,H,0,8.0,4.75,1.44,8.0,4.5,1.4,7.5,4.6,1.4,7.5,4.6,1.4,6.7,4.5,1.42,7.0,4.33,1.44,7.84,4.73,1.47,,,,8.0,4.5,1.4,7.5,4.75,1.45,7.0,4.33,1.44,1840,2012,32,33,1,17.0,17.0,1,0,0,W,L,1.0,D,W,W,D,L,L,W,W,L,L,0.40625,0.12121212121212122,0.40625,0.36363636363636365,0.42857142857142855,0.4166666666666667,0.2857142857142857,0.25,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.4166666666666667,0.8,0.2,0.5294117647058824,0.35294117647058826,0.11764705882352941,0.23529411764705882,0.2857142857142858,0.2857142857142858,0.5714285714285714,0.5714285714285714,0.1875,0.5151515151515151,0.11764705882352944,0.6470588235294118
1841,2013-04-14,Newcastle,Sunderland,0,3,A,1,4.5,3.5,1.95,4.0,3.4,1.91,4.25,3.25,1.91,4.25,3.25,1.91,3.8,3.45,1.9,4.0,3.4,1.9,4.56,3.58,1.92,,,,4.33,3.5,1.91,4.3,3.6,1.95,4.33,3.1,1.95,1841,2012,33,33,1,17.0,17.0,0,1,0,L,W,0.0,W,L,L,L,L,D,W,W,L,L,0.30303030303030304,0.21212121212121213,0.18181818181818182,0.30303030303030304,0.42857142857142855,0.4166666666666667,0.0,0.16666666666666666,0.0,0.08333333333333333,0.2857142857142857,0.25,0.8,0.2,0.5294117647058824,0.058823529411764705,0.17647058823529413,0.23529411764705882,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.5151515151515151,0.48484848484848486,0.4117647058823529,0.5882352941176471
1842,2013-04-14,Stoke,Man United,0,2,A,1,1.6,3.9,7.0,1.57,3.75,6.0,1.55,3.75,6.5,1.55,3.75,6.5,1.65,3.6,5.1,1.57,3.75,6.0,1.58,4.12,6.94,,,,1.62,3.8,6.0,1.62,4.0,6.25,1.62,3.4,6.5,1842,2012,33,32,1,17.0,16.0,0,1,0,L,W,0.0,L,L,D,L,W,W,L,D,W,W,0.21212121212121213,0.78125,0.3939393939393939,0.0625,0.14285714285714285,0.08333333333333333,0.8571428571428571,0.8333333333333334,0.14285714285714285,0.16666666666666666,0.0,0.08333333333333333,0.2,0.8,0.35294117647058826,0.4117647058823529,0.6875,0.125,0.7142857142857143,0.7142857142857143,0.1428571428571429,0.1428571428571429,0.3939393939393939,0.15625,0.23529411764705888,0.1875
1843,2013-04-16,Arsenal,Everton,0,0,D,0,5.0,3.9,1.75,4.33,3.5,1.8,4.75,3.8,1.7,4.75,3.8,1.7,4.2,3.5,1.8,4.5,3.75,1.75,5.06,3.94,1.76,,,,4.5,3.8,1.8,5.0,3.8,1.75,4.5,3.75,1.75,1843,2012,33,33,1,17.0,16.0,0,0,1,D,D,0.5,W,W,W,W,D,W,W,W,D,L,0.5151515151515151,0.42424242424242425,0.24242424242424243,0.3939393939393939,0.8571428571428571,0.6666666666666666,0.5714285714285714,0.5,0.0,0.08333333333333333,0.14285714285714285,0.3333333333333333,0.8,0.2,0.5882352941176471,0.17647058823529413,0.25,0.4375,0.1428571428571429,0.1428571428571429,0.2857142857142858,0.2857142857142858,0.24242424242424243,0.18181818181818188,0.23529411764705876,0.3125
1844,2013-04-17,Fulham,Chelsea,0,3,A,2,1.8,3.8,4.75,1.91,3.5,3.9,1.72,3.8,4.5,1.72,3.8,4.5,1.9,3.45,3.8,1.83,3.4,4.33,1.79,3.81,4.87,,,,1.91,3.75,4.0,1.85,3.7,4.3,1.8,3.5,4.5,1844,2012,33,32,1,16.0,16.0,0,1,0,L,W,0.0,D,L,W,W,L,W,W,W,L,L,0.30303030303030304,0.53125,0.30303030303030304,0.21875,0.42857142857142855,0.4166666666666667,0.5714285714285714,0.5,0.42857142857142855,0.3333333333333333,0.0,0.16666666666666666,0.6,0.2,0.4375,0.1875,0.4375,0.1875,0.1428571428571429,0.1428571428571429,0.4285714285714286,0.4285714285714286,0.3939393939393939,0.25,0.375,0.375
1845,2013-04-17,Man City,Wigan,1,0,H,0,14.0,6.5,1.25,12.0,6.0,1.22,11.5,6.0,1.23,11.5,6.0,1.23,9.0,5.5,1.27,12.0,6.0,1.25,13.44,6.07,1.28,,,,15.0,6.25,1.22,9.0,4.75,1.36,12.0,6.0,1.22,1845,2012,32,32,1,16.0,16.0,1,0,0,W,L,1.0,W,W,L,D,W,W,W,W,D,W,0.59375,0.25,0.25,0.21875,0.5714285714285714,0.6666666666666666,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.3333333333333333,0.8,0.2,0.6875,0.1875,0.25,0.1875,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.15625,0.53125,0.125,0.5625
1846,2013-04-17,West Ham,Man United,2,2,D,1,1.7,3.9,5.5,1.67,3.6,5.5,1.67,3.75,5.0,1.67,3.75,5.0,1.65,3.6,5.1,1.66,3.5,5.5,1.66,4.1,5.71,,,,1.67,3.8,5.5,1.7,3.8,5.75,1.67,3.5,5.5,1846,2012,33,33,1,16.0,17.0,0,0,1,D,D,0.5,D,D,W,W,L,W,W,L,W,W,0.30303030303030304,0.7878787878787878,0.24242424242424243,0.06060606060606061,0.2857142857142857,0.25,0.8571428571428571,0.8333333333333334,0.2857142857142857,0.25,0.0,0.08333333333333333,0.6,0.8,0.4375,0.25,0.7058823529411765,0.11764705882352941,0.4285714285714286,0.4285714285714286,0.1428571428571429,0.1428571428571429,0.4545454545454546,0.1515151515151516,0.3125,0.17647058823529405
1847,2013-04-20,West Ham,Wigan,2,0,H,0,3.3,3.5,2.3,3.4,3.2,2.2,3.1,3.25,2.3,3.1,3.25,2.3,3.2,3.2,2.2,3.2,3.4,2.2,3.35,3.51,2.29,,,,3.3,3.5,2.2,3.12,3.5,2.38,3.2,3.2,2.3,1847,2012,34,33,1,17.0,17.0,1,0,0,W,L,1.0,D,D,D,L,D,W,D,W,L,D,0.29411764705882354,0.24242424242424243,0.2647058823529412,0.21212121212121213,0.2857142857142857,0.25,0.42857142857142855,0.25,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.4,0.2,0.4117647058823529,0.29411764705882354,0.23529411764705882,0.17647058823529413,0.2857142857142858,0.2857142857142858,0.4285714285714286,0.4285714285714286,0.4411764705882353,0.5454545454545454,0.2941176470588236,0.5882352941176471
1848,2013-04-20,West Brom,Newcastle,1,1,D,1,3.4,3.5,2.25,3.1,3.4,2.25,3.25,3.2,2.25,3.25,3.2,2.25,3.0,3.3,2.25,3.2,3.4,2.2,3.41,3.55,2.25,,,,3.4,3.5,2.1,3.25,3.5,2.3,3.2,3.2,2.3,1848,2012,33,34,1,17.0,17.0,0,0,1,D,D,0.5,L,L,D,L,W,L,L,W,L,L,0.3939393939393939,0.29411764705882354,0.15151515151515152,0.17647058823529413,0.42857142857142855,0.25,0.42857142857142855,0.4166666666666667,0.14285714285714285,0.16666666666666666,0.0,0.08333333333333333,0.4,0.2,0.5294117647058824,0.11764705882352941,0.058823529411764705,0.29411764705882354,0.4285714285714286,0.4285714285714286,0.5714285714285714,0.5714285714285714,0.4545454545454546,0.5294117647058824,0.3529411764705882,0.6470588235294117
1849,2013-04-20,Swansea,Southampton,0,0,D,0,3.1,3.5,2.38,3.0,3.4,2.3,3.1,3.3,2.25,3.1,3.3,2.25,3.1,3.1,2.3,3.1,3.4,2.2,3.22,3.45,2.38,,,,3.13,3.5,2.3,3.1,3.5,2.4,3.1,3.1,2.4,1849,2012,33,34,1,17.0,17.0,0,0,1,D,D,0.5,D,L,L,D,W,W,L,L,W,D,0.30303030303030304,0.2647058823529412,0.3333333333333333,0.3235294117647059,0.2857142857142857,0.25,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.2857142857142857,0.4166666666666667,0.6,0.2,0.35294117647058826,0.35294117647058826,0.17647058823529413,0.29411764705882354,0.5714285714285714,0.5714285714285714,0.2857142857142858,0.2857142857142858,0.36363636363636365,0.4117647058823529,0.2941176470588235,0.5294117647058824
1850,2013-04-20,Norwich,Reading,2,1,H,0,5.25,3.8,1.75,5.0,3.6,1.7,5.0,3.7,1.67,5.0,3.7,1.67,4.4,3.8,1.7,4.5,3.75,1.75,5.43,3.85,1.74,,,,5.0,3.8,1.73,5.2,3.8,1.75,5.0,3.4,1.75,1850,2012,34,34,1,17.0,17.0,1,0,0,W,L,1.0,L,D,L,D,L,L,D,D,L,L,0.20588235294117646,0.14705882352941177,0.4117647058823529,0.2647058823529412,0.14285714285714285,0.08333333333333333,0.0,0.25,0.42857142857142855,0.5833333333333334,0.14285714285714285,0.16666666666666666,0.2,0.2,0.35294117647058826,0.4117647058823529,0.058823529411764705,0.11764705882352941,0.4285714285714286,0.4285714285714286,0.8571428571428572,0.8571428571428572,0.38235294117647056,0.5882352941176471,0.23529411764705888,0.8235294117647058
1851,2013-04-20,Fulham,Arsenal,0,1,A,1,1.75,4.0,5.0,1.7,3.75,4.75,1.7,3.8,4.75,1.7,3.8,4.75,1.8,3.5,4.2,1.75,3.75,4.5,1.76,3.91,5.05,,,,1.73,3.75,5.0,1.8,4.0,4.6,1.8,3.5,4.5,1851,2012,34,34,1,17.0,17.0,0,1,0,L,W,0.0,L,D,L,D,W,W,L,W,W,W,0.29411764705882354,0.5,0.29411764705882354,0.2647058823529412,0.42857142857142855,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.16666666666666666,0.6,0.6,0.4117647058823529,0.17647058823529413,0.4117647058823529,0.29411764705882354,0.2857142857142858,0.2857142857142858,0.1428571428571428,0.1428571428571428,0.4117647058823529,0.23529411764705888,0.4117647058823529,0.2941176470588236
1852,2013-04-20,Sunderland,Everton,1,0,H,0,2.3,3.4,3.4,2.25,3.2,3.25,2.15,3.3,3.4,2.15,3.3,3.4,2.25,3.3,3.0,2.25,3.3,3.2,2.27,3.37,3.53,,,,2.2,3.3,3.5,2.3,3.4,3.4,2.3,3.2,3.2,1852,2012,34,34,1,17.0,17.0,1,0,0,W,L,1.0,W,L,L,D,W,D,L,D,D,D,0.23529411764705882,0.4117647058823529,0.29411764705882354,0.4117647058823529,0.14285714285714285,0.25,0.5714285714285714,0.4166666666666667,0.2857142857142857,0.25,0.2857142857142857,0.4166666666666667,0.0,0.0,0.23529411764705882,0.35294117647058826,0.23529411764705882,0.47058823529411764,0.5714285714285714,0.5714285714285714,0.1428571428571429,0.1428571428571429,0.47058823529411764,0.17647058823529416,0.4117647058823529,0.2941176470588236
1853,2013-04-20,QPR,Stoke,0,2,A,1,3.5,3.4,2.25,3.4,3.2,2.2,3.4,3.4,2.1,3.4,3.4,2.1,3.1,3.3,2.2,3.3,3.25,2.2,3.64,3.34,2.24,,,,3.5,3.3,2.2,3.6,3.2,2.3,3.2,3.2,2.3,1853,2012,34,34,1,17.0,17.0,0,1,0,L,W,0.0,L,D,L,L,L,L,D,W,L,L,0.11764705882352941,0.20588235294117646,0.35294117647058826,0.38235294117647056,0.2857142857142857,0.16666666666666666,0.0,0.08333333333333333,0.14285714285714285,0.4166666666666667,0.14285714285714285,0.16666666666666666,0.2,0.0,0.11764705882352941,0.47058823529411764,0.058823529411764705,0.35294117647058826,0.5714285714285714,0.5714285714285714,0.8571428571428572,0.8571428571428572,0.5294117647058824,0.41176470588235303,0.4117647058823529,0.588235294117647
1854,2013-04-21,Liverpool,Chelsea,2,2,D,1,3.6,3.6,2.15,3.4,3.4,2.1,3.4,3.5,2.05,3.4,3.5,2.05,3.1,3.3,2.2,3.25,3.3,2.2,3.68,3.55,2.14,,,,3.5,3.5,2.1,3.4,3.6,2.2,3.25,3.3,2.2,1854,2012,34,33,1,17.0,17.0,0,0,1,D,D,0.5,D,D,W,W,W,L,D,W,W,L,0.38235294117647056,0.5454545454545454,0.3235294117647059,0.21212121212121213,0.5714285714285714,0.4166666666666667,0.7142857142857143,0.5833333333333334,0.2857142857142857,0.3333333333333333,0.0,0.16666666666666666,0.6,0.2,0.47058823529411764,0.23529411764705882,0.47058823529411764,0.17647058823529413,0.1428571428571429,0.1428571428571429,0.2857142857142857,0.2857142857142857,0.2941176470588236,0.24242424242424243,0.2941176470588236,0.3529411764705882
1855,2013-04-21,Tottenham,Man City,3,1,H,1,2.3,3.6,3.25,2.3,3.4,3.0,2.25,3.25,3.2,2.25,3.25,3.2,2.3,3.3,2.9,2.29,3.4,3.0,2.31,3.54,3.28,,,,2.3,3.5,3.13,2.3,3.6,3.25,2.3,3.2,3.2,1855,2012,33,33,1,17.0,17.0,1,0,0,W,L,1.0,D,W,L,W,W,W,D,L,W,L,0.5151515151515151,0.6060606060606061,0.21212121212121213,0.24242424242424243,0.5714285714285714,0.5,0.7142857142857143,0.6666666666666666,0.14285714285714285,0.3333333333333333,0.0,0.16666666666666666,0.4,0.4,0.47058823529411764,0.29411764705882354,0.47058823529411764,0.29411764705882354,0.2857142857142858,0.2857142857142858,0.2857142857142857,0.2857142857142857,0.2727272727272727,0.1515151515151515,0.23529411764705888,0.23529411764705888
1856,2013-04-22,Man United,Aston Villa,3,0,H,0,13.0,6.75,1.25,11.0,6.5,1.22,10.5,6.75,1.22,10.5,6.75,1.22,10.3,5.5,1.25,10.5,6.0,1.25,12.88,6.38,1.27,,,,12.0,6.25,1.25,13.0,6.5,1.25,9.5,5.5,1.29,1856,2012,34,34,1,17.0,17.0,1,0,0,W,L,1.0,D,W,L,D,W,L,L,W,W,W,0.7647058823529411,0.23529411764705882,0.08823529411764706,0.29411764705882354,0.7142857142857143,0.75,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.25,0.8,0.4,0.8235294117647058,0.0,0.23529411764705882,0.29411764705882354,0.1428571428571428,0.1428571428571428,0.4285714285714286,0.4285714285714286,0.1470588235294118,0.47058823529411764,0.17647058823529416,0.47058823529411764
1857,2013-04-27,Stoke,Norwich,1,0,H,0,3.6,3.3,2.25,3.75,3.25,2.05,3.5,3.2,2.15,3.5,3.2,2.15,3.7,3.2,2.0,3.75,3.2,2.1,3.65,3.21,2.3,,,,3.6,3.25,2.2,3.5,3.25,2.3,3.6,3.1,2.15,1857,2012,35,35,1,18.0,18.0,1,0,0,W,L,1.0,W,L,L,W,L,D,L,L,L,L,0.22857142857142856,0.22857142857142856,0.37142857142857144,0.4,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.42857142857142855,0.5,0.2,0.0,0.3333333333333333,0.3888888888888889,0.05555555555555555,0.3888888888888889,0.7142857142857143,0.7142857142857143,0.4285714285714286,0.4285714285714286,0.4,0.37142857142857144,0.2777777777777778,0.5555555555555556
1858,2013-04-27,Wigan,Tottenham,2,2,D,1,2.05,3.6,3.8,2.0,3.5,3.6,1.95,3.5,3.8,1.95,3.5,3.8,1.9,3.45,3.8,1.95,3.6,3.6,2.08,3.7,3.71,,,,2.05,3.5,3.6,2.1,3.7,3.6,2.1,3.3,3.5,1858,2012,34,34,1,17.0,17.0,0,0,1,D,D,0.5,L,L,D,W,D,W,W,W,W,L,0.23529411764705882,0.5294117647058824,0.20588235294117646,0.20588235294117646,0.42857142857142855,0.25,0.5714285714285714,0.5,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.4,0.6,0.23529411764705882,0.23529411764705882,0.5294117647058824,0.11764705882352941,0.4285714285714286,0.4285714285714286,0.2857142857142858,0.2857142857142858,0.5588235294117647,0.2647058823529411,0.5294117647058824,0.3529411764705882
1859,2013-04-27,Newcastle,Liverpool,0,6,A,2,2.5,3.6,2.88,2.3,3.5,2.88,2.4,3.25,2.95,2.4,3.25,2.95,2.4,3.3,2.75,2.4,3.4,2.8,2.46,3.46,3.09,,,,2.3,3.6,3.0,2.5,3.6,2.9,2.5,3.0,3.0,1859,2012,35,35,1,18.0,18.0,0,1,0,L,W,0.0,D,L,W,D,D,D,L,W,D,W,0.2857142857142857,0.37142857142857144,0.2,0.34285714285714286,0.2857142857142857,0.4166666666666667,0.42857142857142855,0.4166666666666667,0.14285714285714285,0.08333333333333333,0.42857142857142855,0.4166666666666667,0.8,0.4,0.5,0.05555555555555555,0.2777777777777778,0.3888888888888889,0.5714285714285714,0.5714285714285714,0.1428571428571429,0.1428571428571429,0.5142857142857142,0.2857142857142857,0.4444444444444444,0.33333333333333326
1860,2013-04-27,Man City,West Ham,2,1,H,0,12.0,6.0,1.29,10.0,6.0,1.25,12.0,5.5,1.25,12.0,5.5,1.25,10.0,5.2,1.27,12.0,5.5,1.25,13.05,6.16,1.28,,,,12.0,6.0,1.25,11.5,6.25,1.29,12.0,5.0,1.29,1860,2012,34,35,1,17.0,18.0,1,0,0,W,L,1.0,L,W,W,W,D,D,W,W,D,D,0.5882352941176471,0.3142857142857143,0.23529411764705882,0.2571428571428571,0.7142857142857143,0.5833333333333334,0.42857142857142855,0.3333333333333333,0.0,0.16666666666666666,0.42857142857142855,0.25,0.8,0.2,0.7058823529411765,0.17647058823529413,0.16666666666666666,0.2222222222222222,0.2857142857142857,0.2857142857142857,0.1428571428571429,0.1428571428571429,0.17647058823529416,0.4285714285714286,0.11764705882352933,0.6111111111111112
1861,2013-04-27,Southampton,West Brom,0,3,A,1,4.6,3.75,1.85,4.0,3.4,1.91,4.1,3.6,1.85,4.1,3.6,1.85,3.8,3.45,1.9,3.75,3.6,1.9,4.52,3.75,1.88,,,,4.33,3.75,1.83,4.3,3.75,1.9,4.5,3.1,1.91,1861,2012,35,34,1,18.0,17.0,0,1,0,L,W,0.0,D,D,W,D,L,L,D,W,L,D,0.2571428571428571,0.38235294117647056,0.34285714285714286,0.17647058823529413,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.25,0.42857142857142855,0.4166666666666667,0.2857142857142857,0.25,0.6,0.2,0.3333333333333333,0.3333333333333333,0.23529411764705882,0.17647058823529413,0.1428571428571429,0.1428571428571429,0.4285714285714286,0.4285714285714286,0.4,0.4411764705882353,0.33333333333333337,0.5882352941176471
1862,2013-04-27,Everton,Fulham,1,0,H,0,7.5,4.5,1.5,6.0,4.33,1.5,7.5,4.1,1.45,7.5,4.1,1.45,5.6,3.9,1.55,7.0,4.0,1.5,7.59,4.61,1.49,,,,7.0,4.33,1.5,7.0,4.4,1.5,7.0,3.75,1.53,1862,2012,35,35,1,18.0,18.0,1,0,0,W,L,1.0,L,D,W,L,L,D,W,W,D,L,0.4,0.2857142857142857,0.4,0.2857142857142857,0.5714285714285714,0.4166666666666667,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.25,0.8,0.2,0.5555555555555556,0.3333333333333333,0.16666666666666666,0.3888888888888889,0.1428571428571429,0.1428571428571429,0.4285714285714286,0.4285714285714286,0.19999999999999996,0.4285714285714286,0.11111111111111116,0.4444444444444444
1863,2013-04-28,Arsenal,Man United,1,1,D,1,3.3,3.6,2.25,3.0,3.5,2.25,3.3,3.5,2.1,3.3,3.5,2.1,3.5,3.4,2.0,3.0,3.5,2.25,3.4,3.63,2.22,,,,3.25,3.5,2.2,3.5,3.3,2.3,3.2,3.2,2.25,1863,2012,35,35,1,18.0,18.0,0,0,1,D,D,0.5,W,D,W,W,D,W,D,W,D,W,0.5142857142857142,0.7714285714285715,0.2571428571428571,0.08571428571428572,0.7142857142857143,0.75,0.7142857142857143,0.75,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.8,0.8,0.5555555555555556,0.2222222222222222,0.6666666666666666,0.16666666666666666,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.22857142857142865,0.1428571428571428,0.2222222222222222,0.16666666666666674
1864,2013-04-28,Chelsea,Swansea,2,0,H,0,9.0,5.5,1.36,9.0,5.0,1.33,9.5,5.25,1.3,9.5,5.25,1.3,10.3,5.5,1.25,7.5,5.0,1.36,9.45,5.4,1.37,,,,10.0,5.25,1.33,9.0,5.5,1.36,9.0,4.5,1.36,1864,2012,34,34,1,17.0,17.0,1,0,0,W,L,1.0,D,W,W,D,D,L,W,W,D,L,0.5294117647058824,0.29411764705882354,0.23529411764705882,0.35294117647058826,0.5714285714285714,0.5,0.14285714285714285,0.25,0.14285714285714285,0.25,0.2857142857142857,0.3333333333333333,1.0,0.0,0.5882352941176471,0.23529411764705882,0.23529411764705882,0.29411764705882354,0.2857142857142858,0.2857142857142858,0.5714285714285714,0.5714285714285714,0.23529411764705888,0.3529411764705882,0.17647058823529416,0.47058823529411764
